"Temperature, K","Pressure, kPa","Viscosity, Pas",salt_name
308.15,100,0.158 ± 0.025,1-butyl-3-methylimidazolium hexafluorophosphate
308.15,900,0.16 ± 0.025,1-butyl-3-methylimidazolium hexafluorophosphate
308.15,9600,0.179 ± 0.031,1-butyl-3-methylimidazolium hexafluorophosphate
308.15,25800,0.221 ± 0.045,1-butyl-3-methylimidazolium hexafluorophosphate
308.15,50300,0.302 ± 0.073,1-butyl-3-methylimidazolium hexafluorophosphate
308.15,75600,0.41 ± 0.12,1-butyl-3-methylimidazolium hexafluorophosphate
308.15,100300,0.56 ± 0.18,1-butyl-3-methylimidazolium hexafluorophosphate
308.15,125200,0.75 ± 0.27,1-butyl-3-methylimidazolium hexafluorophosphate
308.15,140600,0.9 ± 0.35,1-butyl-3-methylimidazolium hexafluorophosphate
308.15,151000,1.016 ± 0.41,1-butyl-3-methylimidazolium hexafluorophosphate
313.15,100,0.12 ± 0.015,1-butyl-3-methylimidazolium hexafluorophosphate
313.15,100,0.12 ± 0.015,1-butyl-3-methylimidazolium hexafluorophosphate
323.15,100,0.0736 ± 0.0063,1-butyl-3-methylimidazolium hexafluorophosphate
323.15,100,0.0741 ± 0.0063,1-butyl-3-methylimidazolium hexafluorophosphate
323.15,100,0.0749 ± 0.0065,1-butyl-3-methylimidazolium hexafluorophosphate
323.15,1300,0.0749 ± 0.0062,1-butyl-3-methylimidazolium hexafluorophosphate
323.15,3100,0.0769 ± 0.0065,1-butyl-3-methylimidazolium hexafluorophosphate
323.15,5600,0.0782 ± 0.0067,1-butyl-3-methylimidazolium hexafluorophosphate
323.15,10700,0.0827 ± 0.0074,1-butyl-3-methylimidazolium hexafluorophosphate
323.15,25800,0.099 ± 0.011,1-butyl-3-methylimidazolium hexafluorophosphate
323.15,50800,0.128 ± 0.017,1-butyl-3-methylimidazolium hexafluorophosphate
323.15,75800,0.173 ± 0.029,1-butyl-3-methylimidazolium hexafluorophosphate
323.15,100700,0.224 ± 0.046,1-butyl-3-methylimidazolium hexafluorophosphate
323.15,125500,0.281 ± 0.066,1-butyl-3-methylimidazolium hexafluorophosphate
323.15,150400,0.37 ± 0.1,1-butyl-3-methylimidazolium hexafluorophosphate
323.15,175200,0.48 ± 0.15,1-butyl-3-methylimidazolium hexafluorophosphate
323.15,200000,0.62 ± 0.21,1-butyl-3-methylimidazolium hexafluorophosphate
323.15,224600,0.78 ± 0.29,1-butyl-3-methylimidazolium hexafluorophosphate
323.15,249300,0.99 ± 0.4,1-butyl-3-methylimidazolium hexafluorophosphate
333.15,100,0.049 ± 0.0035,1-butyl-3-methylimidazolium hexafluorophosphate
333.15,100,0.0492 ± 0.0035,1-butyl-3-methylimidazolium hexafluorophosphate
333.15,100,0.0495 ± 0.0035,1-butyl-3-methylimidazolium hexafluorophosphate
333.15,100,0.0495 ± 0.0035,1-butyl-3-methylimidazolium hexafluorophosphate
333.15,100,0.0499 ± 0.0035,1-butyl-3-methylimidazolium hexafluorophosphate
333.15,10700,0.0558 ± 0.0037,1-butyl-3-methylimidazolium hexafluorophosphate
333.15,26200,0.066 ± 0.0049,1-butyl-3-methylimidazolium hexafluorophosphate
333.15,51100,0.0856 ± 0.0079,1-butyl-3-methylimidazolium hexafluorophosphate
333.15,75700,0.11 ± 0.013,1-butyl-3-methylimidazolium hexafluorophosphate
333.15,91100,0.128 ± 0.017,1-butyl-3-methylimidazolium hexafluorophosphate
333.15,100100,0.139 ± 0.02,1-butyl-3-methylimidazolium hexafluorophosphate
343.15,100,0.0346 ± 0.0025,1-butyl-3-methylimidazolium hexafluorophosphate
343.15,100,0.0347 ± 0.0025,1-butyl-3-methylimidazolium hexafluorophosphate
343.15,100,0.0351 ± 0.0025,1-butyl-3-methylimidazolium hexafluorophosphate
343.15,5500,0.0372 ± 0.0026,1-butyl-3-methylimidazolium hexafluorophosphate
343.15,10600,0.0392 ± 0.0028,1-butyl-3-methylimidazolium hexafluorophosphate
343.15,25700,0.0456 ± 0.0032,1-butyl-3-methylimidazolium hexafluorophosphate
343.15,50600,0.058 ± 0.0039,1-butyl-3-methylimidazolium hexafluorophosphate
343.15,75600,0.0737 ± 0.0059,1-butyl-3-methylimidazolium hexafluorophosphate
343.15,100600,0.0929 ± 0.0093,1-butyl-3-methylimidazolium hexafluorophosphate
343.15,125400,0.116 ± 0.014,1-butyl-3-methylimidazolium hexafluorophosphate
343.15,140200,0.133 ± 0.018,1-butyl-3-methylimidazolium hexafluorophosphate
343.15,149900,0.144 ± 0.021,1-butyl-3-methylimidazolium hexafluorophosphate
343.15,172900,0.176 ± 0.03,1-butyl-3-methylimidazolium hexafluorophosphate
353.15,100,0.0255 ± 0.0018,1-butyl-3-methylimidazolium hexafluorophosphate
353.15,100,0.0255 ± 0.0018,1-butyl-3-methylimidazolium hexafluorophosphate
263.15,101.325,0.1113 ± 0.0052,1-ethyl-3-methylimidazolium tetracyanoborate
264.05,101.325,0.1084 ± 0.005,1-ethyl-3-methylimidazolium tetracyanoborate
265.65,101.325,0.0964 ± 0.0043,1-ethyl-3-methylimidazolium tetracyanoborate
265.65,101.325,0.0965 ± 0.0043,1-ethyl-3-methylimidazolium tetracyanoborate
268.15,101.325,0.0799 ± 0.0034,1-ethyl-3-methylimidazolium tetracyanoborate
268.15,101.325,0.0808 ± 0.0034,1-ethyl-3-methylimidazolium tetracyanoborate
268.15,101.325,0.081 ± 0.0035,1-ethyl-3-methylimidazolium tetracyanoborate
268.15,101.325,0.081 ± 0.0035,1-ethyl-3-methylimidazolium tetracyanoborate
268.15,101.325,0.0813 ± 0.0035,1-ethyl-3-methylimidazolium tetracyanoborate
268.15,101.325,0.0818 ± 0.0035,1-ethyl-3-methylimidazolium tetracyanoborate
273.15,101.325,0.0589 ± 0.0024,1-ethyl-3-methylimidazolium tetracyanoborate
273.15,101.325,0.0589 ± 0.0024,1-ethyl-3-methylimidazolium tetracyanoborate
273.15,101.325,0.0601 ± 0.0024,1-ethyl-3-methylimidazolium tetracyanoborate
273.15,101.325,0.0601 ± 0.0024,1-ethyl-3-methylimidazolium tetracyanoborate
278.15,101.325,0.0448 ± 0.0018,1-ethyl-3-methylimidazolium tetracyanoborate
283.15,101.325,0.0345 ± 0.0014,1-ethyl-3-methylimidazolium tetracyanoborate
283.15,101.325,0.0347 ± 0.0014,1-ethyl-3-methylimidazolium tetracyanoborate
283.15,101.325,0.0347 ± 0.0014,1-ethyl-3-methylimidazolium tetracyanoborate
283.15,101.325,0.0347 ± 0.0014,1-ethyl-3-methylimidazolium tetracyanoborate
288.15,101.325,0.0271 ± 0.0011,1-ethyl-3-methylimidazolium tetracyanoborate
288.15,101.325,0.0273 ± 0.0011,1-ethyl-3-methylimidazolium tetracyanoborate
288.15,101.325,0.0274 ± 0.0011,1-ethyl-3-methylimidazolium tetracyanoborate
293.15,101.325,0.02203 ± 0.0009,1-ethyl-3-methylimidazolium tetracyanoborate
293.15,101.325,0.02209 ± 0.0009,1-ethyl-3-methylimidazolium tetracyanoborate
293.15,101.325,0.02225 ± 0.0009,1-ethyl-3-methylimidazolium tetracyanoborate
293.15,101.325,0.02235 ± 0.00091,1-ethyl-3-methylimidazolium tetracyanoborate
293.15,101.325,0.02235 ± 0.00091,1-ethyl-3-methylimidazolium tetracyanoborate
293.15,101.325,0.02247 ± 0.00091,1-ethyl-3-methylimidazolium tetracyanoborate
293.15,101.325,0.02249 ± 0.00091,1-ethyl-3-methylimidazolium tetracyanoborate
296.15,101.325,0.01947 ± 0.00079,1-ethyl-3-methylimidazolium tetracyanoborate
296.15,101.325,0.01959 ± 0.0008,1-ethyl-3-methylimidazolium tetracyanoborate
296.15,101.325,0.01962 ± 0.0008,1-ethyl-3-methylimidazolium tetracyanoborate
296.15,101.325,0.01964 ± 0.0008,1-ethyl-3-methylimidazolium tetracyanoborate
298.15,101.325,0.01799 ± 0.00073,1-ethyl-3-methylimidazolium tetracyanoborate
298.15,101.325,0.01802 ± 0.00073,1-ethyl-3-methylimidazolium tetracyanoborate
298.15,101.325,0.01851 ± 0.00075,1-ethyl-3-methylimidazolium tetracyanoborate
298.15,101.325,0.01852 ± 0.00075,1-ethyl-3-methylimidazolium tetracyanoborate
298.15,101.325,0.01852 ± 0.00075,1-ethyl-3-methylimidazolium tetracyanoborate
300.15,101.325,0.01693 ± 0.00069,1-ethyl-3-methylimidazolium tetracyanoborate
300.15,101.325,0.01716 ± 0.0007,1-ethyl-3-methylimidazolium tetracyanoborate
303.15,101.325,0.01547 ± 0.00063,1-ethyl-3-methylimidazolium tetracyanoborate
303.15,101.325,0.01547 ± 0.00063,1-ethyl-3-methylimidazolium tetracyanoborate
303.15,101.325,0.01562 ± 0.00063,1-ethyl-3-methylimidazolium tetracyanoborate
303.15,101.325,0.01564 ± 0.00064,1-ethyl-3-methylimidazolium tetracyanoborate
313.15,101.325,0.01107 ± 0.00045,1-ethyl-3-methylimidazolium tetracyanoborate
313.15,101.325,0.01121 ± 0.00046,1-ethyl-3-methylimidazolium tetracyanoborate
313.15,101.325,0.01125 ± 0.00046,1-ethyl-3-methylimidazolium tetracyanoborate
313.15,101.325,0.01127 ± 0.00046,1-ethyl-3-methylimidazolium tetracyanoborate
313.15,101.325,0.01139 ± 0.00046,1-ethyl-3-methylimidazolium tetracyanoborate
323.15,101.325,0.00852 ± 0.00035,1-ethyl-3-methylimidazolium tetracyanoborate
323.15,101.325,0.00852 ± 0.00035,1-ethyl-3-methylimidazolium tetracyanoborate
323.15,101.325,0.00853 ± 0.00035,1-ethyl-3-methylimidazolium tetracyanoborate
333.15,101.325,0.00668 ± 0.00027,1-ethyl-3-methylimidazolium tetracyanoborate
333.15,101.325,0.00668 ± 0.00027,1-ethyl-3-methylimidazolium tetracyanoborate
333.15,101.325,0.00668 ± 0.00027,1-ethyl-3-methylimidazolium tetracyanoborate
338.15,101.325,0.00599 ± 0.00024,1-ethyl-3-methylimidazolium tetracyanoborate
338.15,101.325,0.00602 ± 0.00024,1-ethyl-3-methylimidazolium tetracyanoborate
343.15,101.325,0.00539 ± 0.00022,1-ethyl-3-methylimidazolium tetracyanoborate
343.15,101.325,0.0054 ± 0.00022,1-ethyl-3-methylimidazolium tetracyanoborate
343.15,101.325,0.0054 ± 0.00022,1-ethyl-3-methylimidazolium tetracyanoborate
348.15,101.325,0.00492 ± 0.0002,1-ethyl-3-methylimidazolium tetracyanoborate
348.15,101.325,0.00492 ± 0.0002,1-ethyl-3-methylimidazolium tetracyanoborate
353.15,101.325,0.00445 ± 0.00018,1-ethyl-3-methylimidazolium tetracyanoborate
353.15,101.325,0.00445 ± 0.00018,1-ethyl-3-methylimidazolium tetracyanoborate
353.15,101.325,0.00446 ± 0.00018,1-ethyl-3-methylimidazolium tetracyanoborate
273.15,100,0.191 ± 0.01,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
273.15,100,0.192 ± 0.01,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
278.15,100,0.1404 ± 0.0066,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
278.15,100,0.1404 ± 0.0066,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
283.15,100,0.1061 ± 0.0044,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
283.15,24300,0.1468 ± 0.0069,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
283.15,49900,0.206 ± 0.011,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
283.15,74100,0.28 ± 0.018,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
288.15,100,0.0816 ± 0.003,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
288.15,100,0.0816 ± 0.003,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
293.15,100,0.0638 ± 0.0022,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
293.15,100,0.0639 ± 0.0022,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
298.15,100,0.0509 ± 0.0017,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
298.15,100,0.051 ± 0.0017,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
298.15,100,0.0511 ± 0.0017,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
298.15,24300,0.0681 ± 0.0023,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
298.15,49300,0.0909 ± 0.0034,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
298.15,76900,0.124 ± 0.0054,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
298.15,101500,0.1615 ± 0.0078,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
298.15,126400,0.21 ± 0.011,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
298.15,150200,0.269 ± 0.017,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
303.15,100,0.0415 ± 0.0014,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
303.15,100,0.0415 ± 0.0014,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
313.15,100,0.0285 ± 0.001,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
313.15,100,0.0285 ± 0.001,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
323.15,100,0.0205 ± 0.0007,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
323.15,100,0.0205 ± 0.0007,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
323.15,100,0.0206 ± 0.0007,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
323.15,100,0.0206 ± 0.0007,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
323.15,100,0.0207 ± 0.0007,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
323.15,26400,0.0269 ± 0.0009,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
323.15,35600,0.0292 ± 0.001,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
323.15,52000,0.0346 ± 0.0012,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
323.15,53900,0.0348 ± 0.0012,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
323.15,69800,0.0402 ± 0.0014,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
323.15,75000,0.0416 ± 0.0015,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
323.15,101600,0.0539 ± 0.0023,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
323.15,103600,0.0544 ± 0.0023,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
323.15,123600,0.0643 ± 0.0022,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
323.15,152800,0.0836 ± 0.0031,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
323.15,200300,0.1232 ± 0.0053,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
323.15,226000,0.1512 ± 0.0071,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
323.15,249600,0.1832 ± 0.0094,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
333.15,100,0.0154 ± 0.0005,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
333.15,100,0.0155 ± 0.0005,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
343.15,100,0.012 ± 0.0004,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
343.15,100,0.012 ± 0.0004,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
348.15,100,0.0106 ± 0.0004,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
348.15,100,0.0107 ± 0.0004,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
348.15,800,0.0107 ± 0.0004,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
348.15,25700,0.0134 ± 0.0005,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
348.15,50700,0.0164 ± 0.0006,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
348.15,75600,0.0199 ± 0.0007,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
348.15,100900,0.0242 ± 0.0008,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
348.15,125500,0.029 ± 0.001,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
348.15,150600,0.0346 ± 0.0012,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
348.15,175400,0.0409 ± 0.0014,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
348.15,175600,0.041 ± 0.0014,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
348.15,200600,0.0486 ± 0.0017,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
348.15,225400,0.0574 ± 0.002,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
348.15,249700,0.0673 ± 0.0024,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
348.15,274500,0.079 ± 0.0029,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
348.15,298900,0.0926 ± 0.0036,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
353.15,100,0.00953 ± 0.00032,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
353.15,100,0.00953 ± 0.00032,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
273.15,100,0.543 ± 0.063,1-butyl-3-methylimidazolium tetrafluoroborate
273.15,100,0.543 ± 0.063,1-butyl-3-methylimidazolium tetrafluoroborate
283.15,100,0.264 ± 0.018,1-butyl-3-methylimidazolium tetrafluoroborate
283.15,100,0.264 ± 0.018,1-butyl-3-methylimidazolium tetrafluoroborate
283.15,800,0.266 ± 0.018,1-butyl-3-methylimidazolium tetrafluoroborate
283.15,11000,0.302 ± 0.021,1-butyl-3-methylimidazolium tetrafluoroborate
283.15,24900,0.359 ± 0.026,1-butyl-3-methylimidazolium tetrafluoroborate
283.15,49600,0.485 ± 0.04,1-butyl-3-methylimidazolium tetrafluoroborate
283.15,75300,0.656 ± 0.059,1-butyl-3-methylimidazolium tetrafluoroborate
283.15,100600,0.875 ± 0.085,1-butyl-3-methylimidazolium tetrafluoroborate
293.15,100,0.142 ± 0.0077,1-butyl-3-methylimidazolium tetrafluoroborate
293.15,100,0.1421 ± 0.0077,1-butyl-3-methylimidazolium tetrafluoroborate
298.15,100,0.108 ± 0.0053,1-butyl-3-methylimidazolium tetrafluoroborate
298.15,100,0.108 ± 0.0053,1-butyl-3-methylimidazolium tetrafluoroborate
298.15,100,0.1085 ± 0.0053,1-butyl-3-methylimidazolium tetrafluoroborate
298.15,100,0.1087 ± 0.0053,1-butyl-3-methylimidazolium tetrafluoroborate
298.15,500,0.1086 ± 0.0053,1-butyl-3-methylimidazolium tetrafluoroborate
298.15,25900,0.1426 ± 0.0076,1-butyl-3-methylimidazolium tetrafluoroborate
298.15,50800,0.185 ± 0.011,1-butyl-3-methylimidazolium tetrafluoroborate
298.15,75900,0.24 ± 0.015,1-butyl-3-methylimidazolium tetrafluoroborate
298.15,101100,0.308 ± 0.022,1-butyl-3-methylimidazolium tetrafluoroborate
298.15,126200,0.394 ± 0.03,1-butyl-3-methylimidazolium tetrafluoroborate
298.15,150600,0.5 ± 0.041,1-butyl-3-methylimidazolium tetrafluoroborate
298.15,150700,0.501 ± 0.041,1-butyl-3-methylimidazolium tetrafluoroborate
298.15,175400,0.635 ± 0.056,1-butyl-3-methylimidazolium tetrafluoroborate
298.15,200900,0.808 ± 0.077,1-butyl-3-methylimidazolium tetrafluoroborate
303.15,100,0.0846 ± 0.0038,1-butyl-3-methylimidazolium tetrafluoroborate
303.15,100,0.0846 ± 0.0038,1-butyl-3-methylimidazolium tetrafluoroborate
313.15,100,0.0535 ± 0.0023,1-butyl-3-methylimidazolium tetrafluoroborate
313.15,100,0.0536 ± 0.0023,1-butyl-3-methylimidazolium tetrafluoroborate
323.15,100,0.0356 ± 0.0015,1-butyl-3-methylimidazolium tetrafluoroborate
323.15,140,0.036 ± 0.0015,1-butyl-3-methylimidazolium tetrafluoroborate
323.15,10495,0.0393 ± 0.0017,1-butyl-3-methylimidazolium tetrafluoroborate
323.15,25446,0.0445 ± 0.0019,1-butyl-3-methylimidazolium tetrafluoroborate
323.15,50493,0.0555 ± 0.0024,1-butyl-3-methylimidazolium tetrafluoroborate
323.15,75560,0.0681 ± 0.003,1-butyl-3-methylimidazolium tetrafluoroborate
323.15,100566,0.0833 ± 0.0038,1-butyl-3-methylimidazolium tetrafluoroborate
323.15,125543,0.1015 ± 0.0049,1-butyl-3-methylimidazolium tetrafluoroborate
323.15,150422,0.1232 ± 0.0064,1-butyl-3-methylimidazolium tetrafluoroborate
323.15,175463,0.1492 ± 0.0083,1-butyl-3-methylimidazolium tetrafluoroborate
323.15,200347,0.18 ± 0.011,1-butyl-3-methylimidazolium tetrafluoroborate
323.15,225321,0.217 ± 0.013,1-butyl-3-methylimidazolium tetrafluoroborate
323.15,250139,0.261 ± 0.017,1-butyl-3-methylimidazolium tetrafluoroborate
333.15,100,0.0252 ± 0.0011,1-butyl-3-methylimidazolium tetrafluoroborate
333.15,100,0.0255 ± 0.0011,1-butyl-3-methylimidazolium tetrafluoroborate
343.15,100,0.018 ± 0.0008,1-butyl-3-methylimidazolium tetrafluoroborate
343.15,100,0.0184 ± 0.0008,1-butyl-3-methylimidazolium tetrafluoroborate
348.15,100,0.0159 ± 0.0007,1-butyl-3-methylimidazolium tetrafluoroborate
348.15,100,0.0162 ± 0.0007,1-butyl-3-methylimidazolium tetrafluoroborate
348.15,11700,0.0174 ± 0.0007,1-butyl-3-methylimidazolium tetrafluoroborate
348.15,25200,0.0194 ± 0.0008,1-butyl-3-methylimidazolium tetrafluoroborate
348.15,50700,0.0233 ± 0.001,1-butyl-3-methylimidazolium tetrafluoroborate
348.15,75600,0.0278 ± 0.0012,1-butyl-3-methylimidazolium tetrafluoroborate
348.15,100600,0.033 ± 0.0014,1-butyl-3-methylimidazolium tetrafluoroborate
348.15,125600,0.0388 ± 0.0017,1-butyl-3-methylimidazolium tetrafluoroborate
348.15,150600,0.0456 ± 0.002,1-butyl-3-methylimidazolium tetrafluoroborate
348.15,175600,0.0534 ± 0.0024,1-butyl-3-methylimidazolium tetrafluoroborate
348.15,200600,0.0623 ± 0.0028,1-butyl-3-methylimidazolium tetrafluoroborate
348.15,225500,0.0726 ± 0.0034,1-butyl-3-methylimidazolium tetrafluoroborate
348.15,250400,0.0846 ± 0.0041,1-butyl-3-methylimidazolium tetrafluoroborate
348.15,275300,0.0984 ± 0.0048,1-butyl-3-methylimidazolium tetrafluoroborate
348.15,300000,0.114 ± 0.0057,1-butyl-3-methylimidazolium tetrafluoroborate
283.53,140,0.775 ± 0.086,1-methyl-3-octylimidazolium tetrafluoroborate
283.53,680,0.781 ± 0.086,1-methyl-3-octylimidazolium tetrafluoroborate
283.55,1680,0.794 ± 0.088,1-methyl-3-octylimidazolium tetrafluoroborate
283.55,7960,0.878 ± 0.098,1-methyl-3-octylimidazolium tetrafluoroborate
283.6,11830,0.91 ± 0.1,1-methyl-3-octylimidazolium tetrafluoroborate
283.6,14620,0.95 ± 0.11,1-methyl-3-octylimidazolium tetrafluoroborate
283.61,10090,0.89 ± 0.1,1-methyl-3-octylimidazolium tetrafluoroborate
283.63,4380,0.815 ± 0.091,1-methyl-3-octylimidazolium tetrafluoroborate
283.65,4110,0.811 ± 0.09,1-methyl-3-octylimidazolium tetrafluoroborate
283.67,5540,0.834 ± 0.093,1-methyl-3-octylimidazolium tetrafluoroborate
283.72,2750,0.804 ± 0.089,1-methyl-3-octylimidazolium tetrafluoroborate
293.65,130,0.404 ± 0.049,1-methyl-3-octylimidazolium tetrafluoroborate
293.65,2010,0.41 ± 0.05,1-methyl-3-octylimidazolium tetrafluoroborate
293.65,4090,0.423 ± 0.057,1-methyl-3-octylimidazolium tetrafluoroborate
293.65,4310,0.419 ± 0.055,1-methyl-3-octylimidazolium tetrafluoroborate
293.65,6110,0.433 ± 0.053,1-methyl-3-octylimidazolium tetrafluoroborate
293.65,6580,0.434 ± 0.048,1-methyl-3-octylimidazolium tetrafluoroborate
