"Heat capacity at constant pressure per unit volume, J/K/m<SUP>3</SUP>","Heat capacity at constant pressure, J/K/mol","Heat capacity at constant pressure<SUP>*</SUP>, J/K/mol","Pressure, kPa","Temperature, K",salt_name
,545.3,,101.325,225.95,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide
,555.4,,101.325,227.87,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide
,567,,101.325,229.79,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide
,580.6,,101.325,231.68,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide
,594.7,,101.325,233.56,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide
,610.3,,101.325,235.42,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide
,624.9,,101.325,237.26,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide
,641,,101.325,239.07,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide
,665.1,,101.325,240.86,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide
,694.9,,101.325,242.62,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide
,733.6,,101.325,244.33,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide
,789,,101.325,245.99,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide
,885.2,,101.325,247.56,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide
,351.6,,101.325,187.36,1-ethyl-3-methylimidazolium ethyl sulfate
,351.8,,101.325,187.36,1-ethyl-3-methylimidazolium ethyl sulfate
,351.6,,101.325,188.23,1-ethyl-3-methylimidazolium ethyl sulfate
,353,,101.325,188.86,1-ethyl-3-methylimidazolium ethyl sulfate
,353,,101.325,189.2,1-ethyl-3-methylimidazolium ethyl sulfate
,354,,101.325,189.84,1-ethyl-3-methylimidazolium ethyl sulfate
,354.4,,101.325,190.38,1-ethyl-3-methylimidazolium ethyl sulfate
,354.4,,101.325,191.46,1-ethyl-3-methylimidazolium ethyl sulfate
,354.7,,101.325,192.04,1-ethyl-3-methylimidazolium ethyl sulfate
,354.7,,101.325,193.08,1-ethyl-3-methylimidazolium ethyl sulfate
,354.7,,101.325,193.85,1-ethyl-3-methylimidazolium ethyl sulfate
,354.7,,101.325,194.7,1-ethyl-3-methylimidazolium ethyl sulfate
,354.9,,101.325,195.65,1-ethyl-3-methylimidazolium ethyl sulfate
,354.9,,101.325,196.33,1-ethyl-3-methylimidazolium ethyl sulfate
,355.1,,101.325,197.47,1-ethyl-3-methylimidazolium ethyl sulfate
,355.1,,101.325,197.95,1-ethyl-3-methylimidazolium ethyl sulfate
,355.4,,101.325,199.29,1-ethyl-3-methylimidazolium ethyl sulfate
,355.4,,101.325,199.58,1-ethyl-3-methylimidazolium ethyl sulfate
,355.6,,101.325,201.11,1-ethyl-3-methylimidazolium ethyl sulfate
,355.6,,101.325,201.27,1-ethyl-3-methylimidazolium ethyl sulfate
,355.9,,101.325,201.65,1-ethyl-3-methylimidazolium ethyl sulfate
,356.1,,101.325,202.93,1-ethyl-3-methylimidazolium ethyl sulfate
,355.9,,101.325,203,1-ethyl-3-methylimidazolium ethyl sulfate
,356.1,,101.325,203.57,1-ethyl-3-methylimidazolium ethyl sulfate
,356.1,,101.325,204.74,1-ethyl-3-methylimidazolium ethyl sulfate
,356.6,,101.325,204.76,1-ethyl-3-methylimidazolium ethyl sulfate
,356.3,,101.325,205.5,1-ethyl-3-methylimidazolium ethyl sulfate
,356.6,,101.325,206.48,1-ethyl-3-methylimidazolium ethyl sulfate
,356.8,,101.325,206.59,1-ethyl-3-methylimidazolium ethyl sulfate
,356.8,,101.325,207.44,1-ethyl-3-methylimidazolium ethyl sulfate
,356.8,,101.325,208.23,1-ethyl-3-methylimidazolium ethyl sulfate
,357,,101.325,208.43,1-ethyl-3-methylimidazolium ethyl sulfate
,357.3,,101.325,209.37,1-ethyl-3-methylimidazolium ethyl sulfate
,357,,101.325,209.97,1-ethyl-3-methylimidazolium ethyl sulfate
,357.3,,101.325,210.26,1-ethyl-3-methylimidazolium ethyl sulfate
,357.5,,101.325,211.31,1-ethyl-3-methylimidazolium ethyl sulfate
,357.5,,101.325,211.72,1-ethyl-3-methylimidazolium ethyl sulfate
,357.7,,101.325,212.11,1-ethyl-3-methylimidazolium ethyl sulfate
,358,,101.325,213.25,1-ethyl-3-methylimidazolium ethyl sulfate
,357.7,,101.325,213.47,1-ethyl-3-methylimidazolium ethyl sulfate
,358,,101.325,213.95,1-ethyl-3-methylimidazolium ethyl sulfate
,358.2,,101.325,215.19,1-ethyl-3-methylimidazolium ethyl sulfate
,358,,101.325,215.23,1-ethyl-3-methylimidazolium ethyl sulfate
,358.5,,101.325,215.8,1-ethyl-3-methylimidazolium ethyl sulfate
,358.7,,101.325,217.12,1-ethyl-3-methylimidazolium ethyl sulfate
,358.7,,101.325,217.65,1-ethyl-3-methylimidazolium ethyl sulfate
,359.2,,101.325,219.06,1-ethyl-3-methylimidazolium ethyl sulfate
,359.2,,101.325,219.5,1-ethyl-3-methylimidazolium ethyl sulfate
,359.4,,101.325,221,1-ethyl-3-methylimidazolium ethyl sulfate
,359.6,,101.325,221.36,1-ethyl-3-methylimidazolium ethyl sulfate
,359.9,,101.325,222.94,1-ethyl-3-methylimidazolium ethyl sulfate
,359.9,,101.325,223.21,1-ethyl-3-methylimidazolium ethyl sulfate
,360.3,,101.325,224.88,1-ethyl-3-methylimidazolium ethyl sulfate
,360.3,,101.325,225.07,1-ethyl-3-methylimidazolium ethyl sulfate
,361.1,,101.325,226.82,1-ethyl-3-methylimidazolium ethyl sulfate
,360.8,,101.325,226.93,1-ethyl-3-methylimidazolium ethyl sulfate
,361.3,,101.325,228.76,1-ethyl-3-methylimidazolium ethyl sulfate
,361.3,,101.325,228.8,1-ethyl-3-methylimidazolium ethyl sulfate
,361.8,,101.325,230.66,1-ethyl-3-methylimidazolium ethyl sulfate
,361.8,,101.325,230.7,1-ethyl-3-methylimidazolium ethyl sulfate
,362.2,,101.325,232.53,1-ethyl-3-methylimidazolium ethyl sulfate
,362.2,,101.325,232.64,1-ethyl-3-methylimidazolium ethyl sulfate
,362.7,,101.325,234.39,1-ethyl-3-methylimidazolium ethyl sulfate
,362.7,,101.325,234.58,1-ethyl-3-methylimidazolium ethyl sulfate
,363.2,,101.325,236.26,1-ethyl-3-methylimidazolium ethyl sulfate
,363.4,,101.325,236.53,1-ethyl-3-methylimidazolium ethyl sulfate
,363.9,,101.325,238.13,1-ethyl-3-methylimidazolium ethyl sulfate
,363.9,,101.325,238.47,1-ethyl-3-methylimidazolium ethyl sulfate
,364.4,,101.325,240.01,1-ethyl-3-methylimidazolium ethyl sulfate
,364.6,,101.325,240.41,1-ethyl-3-methylimidazolium ethyl sulfate
,364.8,,101.325,241.88,1-ethyl-3-methylimidazolium ethyl sulfate
,365.1,,101.325,242.36,1-ethyl-3-methylimidazolium ethyl sulfate
,365.3,,101.325,243.76,1-ethyl-3-methylimidazolium ethyl sulfate
,365.5,,101.325,244.3,1-ethyl-3-methylimidazolium ethyl sulfate
,365.8,,101.325,245.64,1-ethyl-3-methylimidazolium ethyl sulfate
,366.2,,101.325,246.24,1-ethyl-3-methylimidazolium ethyl sulfate
,366.5,,101.325,247.52,1-ethyl-3-methylimidazolium ethyl sulfate
,366.7,,101.325,248.19,1-ethyl-3-methylimidazolium ethyl sulfate
,367,,101.325,249.39,1-ethyl-3-methylimidazolium ethyl sulfate
,367.4,,101.325,250.13,1-ethyl-3-methylimidazolium ethyl sulfate
,367.4,,101.325,251.27,1-ethyl-3-methylimidazolium ethyl sulfate
,367.9,,101.325,252.07,1-ethyl-3-methylimidazolium ethyl sulfate
,368.1,,101.325,253.16,1-ethyl-3-methylimidazolium ethyl sulfate
,368.6,,101.325,254.02,1-ethyl-3-methylimidazolium ethyl sulfate
,368.6,,101.325,255.04,1-ethyl-3-methylimidazolium ethyl sulfate
,369.1,,101.325,255.96,1-ethyl-3-methylimidazolium ethyl sulfate
,369.1,,101.325,256.92,1-ethyl-3-methylimidazolium ethyl sulfate
,369.8,,101.325,257.91,1-ethyl-3-methylimidazolium ethyl sulfate
,369.8,,101.325,258.8,1-ethyl-3-methylimidazolium ethyl sulfate
,370.3,,101.325,259.85,1-ethyl-3-methylimidazolium ethyl sulfate
,370.3,,101.325,260.69,1-ethyl-3-methylimidazolium ethyl sulfate
,370.7,,101.325,261.8,1-ethyl-3-methylimidazolium ethyl sulfate
,371.4,,101.325,263.74,1-ethyl-3-methylimidazolium ethyl sulfate
,372.2,,101.325,265.69,1-ethyl-3-methylimidazolium ethyl sulfate
,372.6,,101.325,267.63,1-ethyl-3-methylimidazolium ethyl sulfate
,373.3,,101.325,269.58,1-ethyl-3-methylimidazolium ethyl sulfate
,373.8,,101.325,271.52,1-ethyl-3-methylimidazolium ethyl sulfate
,374.3,,101.325,273.46,1-ethyl-3-methylimidazolium ethyl sulfate
,375,,101.325,275.41,1-ethyl-3-methylimidazolium ethyl sulfate
,375.7,,101.325,277.35,1-ethyl-3-methylimidazolium ethyl sulfate
,376.2,,101.325,279.3,1-ethyl-3-methylimidazolium ethyl sulfate
,376.6,,101.325,281.24,1-ethyl-3-methylimidazolium ethyl sulfate
,377.4,,101.325,283.19,1-ethyl-3-methylimidazolium ethyl sulfate
,378.1,,101.325,285.13,1-ethyl-3-methylimidazolium ethyl sulfate
,378.3,,101.325,287.08,1-ethyl-3-methylimidazolium ethyl sulfate
,379.2,,101.325,289.02,1-ethyl-3-methylimidazolium ethyl sulfate
,380,,101.325,290.96,1-ethyl-3-methylimidazolium ethyl sulfate
,380.7,,101.325,292.91,1-ethyl-3-methylimidazolium ethyl sulfate
,381.4,,101.325,294.85,1-ethyl-3-methylimidazolium ethyl sulfate
,382.1,,101.325,296.79,1-ethyl-3-methylimidazolium ethyl sulfate
,383,,101.325,298.74,1-ethyl-3-methylimidazolium ethyl sulfate
,383.7,,101.325,300.68,1-ethyl-3-methylimidazolium ethyl sulfate
,384.7,,101.325,302.62,1-ethyl-3-methylimidazolium ethyl sulfate
,385.4,,101.325,304.57,1-ethyl-3-methylimidazolium ethyl sulfate
,386.3,,101.325,306.51,1-ethyl-3-methylimidazolium ethyl sulfate
,387.3,,101.325,308.45,1-ethyl-3-methylimidazolium ethyl sulfate
,388,,101.325,310.39,1-ethyl-3-methylimidazolium ethyl sulfate
,388.9,,101.325,312.34,1-ethyl-3-methylimidazolium ethyl sulfate
,389.6,,101.325,314.28,1-ethyl-3-methylimidazolium ethyl sulfate
,390.6,,101.325,316.22,1-ethyl-3-methylimidazolium ethyl sulfate
,391.5,,101.325,318.17,1-ethyl-3-methylimidazolium ethyl sulfate
,392.5,,101.325,320.11,1-ethyl-3-methylimidazolium ethyl sulfate
,393.7,,101.325,322.05,1-ethyl-3-methylimidazolium ethyl sulfate
,394.4,,101.325,324,1-ethyl-3-methylimidazolium ethyl sulfate
,395.3,,101.325,325.94,1-ethyl-3-methylimidazolium ethyl sulfate
,396.3,,101.325,327.89,1-ethyl-3-methylimidazolium ethyl sulfate
,397.2,,101.325,329.83,1-ethyl-3-methylimidazolium ethyl sulfate
,398.1,,101.325,331.77,1-ethyl-3-methylimidazolium ethyl sulfate
,399.1,,101.325,333.72,1-ethyl-3-methylimidazolium ethyl sulfate
,400.3,,101.325,335.66,1-ethyl-3-methylimidazolium ethyl sulfate
,401.5,,101.325,337.61,1-ethyl-3-methylimidazolium ethyl sulfate
,402.2,,101.325,339.55,1-ethyl-3-methylimidazolium ethyl sulfate
,403.1,,101.325,341.5,1-ethyl-3-methylimidazolium ethyl sulfate
,404.3,,101.325,343.44,1-ethyl-3-methylimidazolium ethyl sulfate
,405,,101.325,345.39,1-ethyl-3-methylimidazolium ethyl sulfate
,405.9,,101.325,347.33,1-ethyl-3-methylimidazolium ethyl sulfate
,407.1,,101.325,349.28,1-ethyl-3-methylimidazolium ethyl sulfate
,408.1,,101.325,351.22,1-ethyl-3-methylimidazolium ethyl sulfate
,409.3,,101.325,353.17,1-ethyl-3-methylimidazolium ethyl sulfate
,410.2,,101.325,355.11,1-ethyl-3-methylimidazolium ethyl sulfate
,411.1,,101.325,357.06,1-ethyl-3-methylimidazolium ethyl sulfate
,412.1,,101.325,359,1-ethyl-3-methylimidazolium ethyl sulfate
,413.3,,101.325,360.94,1-ethyl-3-methylimidazolium ethyl sulfate
,414.2,,101.325,362.88,1-ethyl-3-methylimidazolium ethyl sulfate
,415.2,,101.325,364.83,1-ethyl-3-methylimidazolium ethyl sulfate
,416.3,,101.325,366.77,1-ethyl-3-methylimidazolium ethyl sulfate
,1.62,,101.325,5.16,1-butyl-3-methylimidazolium tetrafluoroborate
,1.822,,101.325,5.39,1-butyl-3-methylimidazolium tetrafluoroborate
,2.094,,101.325,5.67,1-butyl-3-methylimidazolium tetrafluoroborate
,2.397,,101.325,5.96,1-butyl-3-methylimidazolium tetrafluoroborate
,2.762,,101.325,6.28,1-butyl-3-methylimidazolium tetrafluoroborate
,3.192,,101.325,6.64,1-butyl-3-methylimidazolium tetrafluoroborate
,3.657,,101.325,7,1-butyl-3-methylimidazolium tetrafluoroborate
,4.172,,101.325,7.36,1-butyl-3-methylimidazolium tetrafluoroborate
,4.709,,101.325,7.73,1-butyl-3-methylimidazolium tetrafluoroborate
,5.283,,101.325,8.11,1-butyl-3-methylimidazolium tetrafluoroborate
,5.896,,101.325,8.49,1-butyl-3-methylimidazolium tetrafluoroborate
,6.54,,101.325,8.87,1-butyl-3-methylimidazolium tetrafluoroborate
,7.211,,101.325,9.26,1-butyl-3-methylimidazolium tetrafluoroborate
,7.915,,101.325,9.64,1-butyl-3-methylimidazolium tetrafluoroborate
,8.641,,101.325,10.03,1-butyl-3-methylimidazolium tetrafluoroborate
,9.597,,101.325,10.52,1-butyl-3-methylimidazolium tetrafluoroborate
,10.83,,101.325,11.13,1-butyl-3-methylimidazolium tetrafluoroborate
,12.13,,101.325,11.75,1-butyl-3-methylimidazolium tetrafluoroborate
,13.44,,101.325,12.36,1-butyl-3-methylimidazolium tetrafluoroborate
,14.81,,101.325,12.97,1-butyl-3-methylimidazolium tetrafluoroborate
,16.22,,101.325,13.59,1-butyl-3-methylimidazolium tetrafluoroborate
,17.7,,101.325,14.22,1-butyl-3-methylimidazolium tetrafluoroborate
,19.2,,101.325,14.85,1-butyl-3-methylimidazolium tetrafluoroborate
,20.98,,101.325,15.58,1-butyl-3-methylimidazolium tetrafluoroborate
,23.16,,101.325,16.44,1-butyl-3-methylimidazolium tetrafluoroborate
,25.28,,101.325,17.29,1-butyl-3-methylimidazolium tetrafluoroborate
,27.41,,101.325,18.15,1-butyl-3-methylimidazolium tetrafluoroborate
,29.55,,101.325,19.01,1-butyl-3-methylimidazolium tetrafluoroborate
,31.75,,101.325,19.88,1-butyl-3-methylimidazolium tetrafluoroborate
,34.8,,101.325,21.08,1-butyl-3-methylimidazolium tetrafluoroborate
,38.75,,101.325,22.63,1-butyl-3-methylimidazolium tetrafluoroborate
,42.72,,101.325,24.2,1-butyl-3-methylimidazolium tetrafluoroborate
,46.64,,101.325,25.76,1-butyl-3-methylimidazolium tetrafluoroborate
,50.17,,101.325,27.21,1-butyl-3-methylimidazolium tetrafluoroborate
,53.74,,101.325,28.7,1-butyl-3-methylimidazolium tetrafluoroborate
,57.41,,101.325,30.28,1-butyl-3-methylimidazolium tetrafluoroborate
,61.38,,101.325,32.02,1-butyl-3-methylimidazolium tetrafluoroborate
,65.51,,101.325,33.93,1-butyl-3-methylimidazolium tetrafluoroborate
,69.47,,101.325,35.84,1-butyl-3-methylimidazolium tetrafluoroborate
,73.26,,101.325,37.75,1-butyl-3-methylimidazolium tetrafluoroborate
,76.94,,101.325,39.66,1-butyl-3-methylimidazolium tetrafluoroborate
,80.75,,101.325,41.67,1-butyl-3-methylimidazolium tetrafluoroborate
,84.66,,101.325,43.78,1-butyl-3-methylimidazolium tetrafluoroborate
,88.43,,101.325,45.89,1-butyl-3-methylimidazolium tetrafluoroborate
,92.13,,101.325,48,1-butyl-3-methylimidazolium tetrafluoroborate
,95.61,,101.325,50.12,1-butyl-3-methylimidazolium tetrafluoroborate
,99,,101.325,52.24,1-butyl-3-methylimidazolium tetrafluoroborate
,102.2,,101.325,54.36,1-butyl-3-methylimidazolium tetrafluoroborate
,105.3,,101.325,56.48,1-butyl-3-methylimidazolium tetrafluoroborate
,108.4,,101.325,58.61,1-butyl-3-methylimidazolium tetrafluoroborate
,111.5,,101.325,60.75,1-butyl-3-methylimidazolium tetrafluoroborate
,114.5,,101.325,62.88,1-butyl-3-methylimidazolium tetrafluoroborate
,117.4,,101.325,65.01,1-butyl-3-methylimidazolium tetrafluoroborate
,120.3,,101.325,67.14,1-butyl-3-methylimidazolium tetrafluoroborate
,123.1,,101.325,69.28,1-butyl-3-methylimidazolium tetrafluoroborate
,126,,101.325,71.52,1-butyl-3-methylimidazolium tetrafluoroborate
,129.1,,101.325,73.86,1-butyl-3-methylimidazolium tetrafluoroborate
,132.1,,101.325,76.21,1-butyl-3-methylimidazolium tetrafluoroborate
,135.1,,101.325,78.57,1-butyl-3-methylimidazolium tetrafluoroborate
,135,,101.325,78.59,1-butyl-3-methylimidazolium tetrafluoroborate
,137.8,,101.325,80.92,1-butyl-3-methylimidazolium tetrafluoroborate
,138.2,,101.325,81.08,1-butyl-3-methylimidazolium tetrafluoroborate
,140.7,,101.325,83.28,1-butyl-3-methylimidazolium tetrafluoroborate
,140.7,,101.325,83.48,1-butyl-3-methylimidazolium tetrafluoroborate
,143.1,,101.325,85.56,1-butyl-3-methylimidazolium tetrafluoroborate
,143.3,,101.325,85.91,1-butyl-3-methylimidazolium tetrafluoroborate
,145.9,,101.325,88.1,1-butyl-3-methylimidazolium tetrafluoroborate
,146.1,,101.325,88.36,1-butyl-3-methylimidazolium tetrafluoroborate
,148.7,,101.325,90.56,1-butyl-3-methylimidazolium tetrafluoroborate
,148.8,,101.325,90.83,1-butyl-3-methylimidazolium tetrafluoroborate
,151.5,,101.325,93.04,1-butyl-3-methylimidazolium tetrafluoroborate
,151.6,,101.325,93.31,1-butyl-3-methylimidazolium tetrafluoroborate
,154.3,,101.325,95.54,1-butyl-3-methylimidazolium tetrafluoroborate
,154.3,,101.325,95.81,1-butyl-3-methylimidazolium tetrafluoroborate
,156.9,,101.325,98.06,1-butyl-3-methylimidazolium tetrafluoroborate
,156.9,,101.325,98.33,1-butyl-3-methylimidazolium tetrafluoroborate
,159.4,,101.325,100.58,1-butyl-3-methylimidazolium tetrafluoroborate
,159.6,,101.325,100.87,1-butyl-3-methylimidazolium tetrafluoroborate
,162,,101.325,103.12,1-butyl-3-methylimidazolium tetrafluoroborate
,162.3,,101.325,103.41,1-butyl-3-methylimidazolium tetrafluoroborate
,164.7,,101.325,105.68,1-butyl-3-methylimidazolium tetrafluoroborate
,164.9,,101.325,105.97,1-butyl-3-methylimidazolium tetrafluoroborate
,167.2,,101.325,108.24,1-butyl-3-methylimidazolium tetrafluoroborate
,167.4,,101.325,108.53,1-butyl-3-methylimidazolium tetrafluoroborate
,169.8,,101.325,110.81,1-butyl-3-methylimidazolium tetrafluoroborate
,170.1,,101.325,111.11,1-butyl-3-methylimidazolium tetrafluoroborate
,172.7,,101.325,113.39,1-butyl-3-methylimidazolium tetrafluoroborate
,172.7,,101.325,113.69,1-butyl-3-methylimidazolium tetrafluoroborate
,175.1,,101.325,115.97,1-butyl-3-methylimidazolium tetrafluoroborate
,175.4,,101.325,116.27,1-butyl-3-methylimidazolium tetrafluoroborate
,177.8,,101.325,118.56,1-butyl-3-methylimidazolium tetrafluoroborate
,178,,101.325,118.87,1-butyl-3-methylimidazolium tetrafluoroborate
,180.5,,101.325,121.16,1-butyl-3-methylimidazolium tetrafluoroborate
,180.7,,101.325,121.47,1-butyl-3-methylimidazolium tetrafluoroborate
,183.1,,101.325,123.76,1-butyl-3-methylimidazolium tetrafluoroborate
,183.2,,101.325,124.08,1-butyl-3-methylimidazolium tetrafluoroborate
,185.5,,101.325,126.37,1-butyl-3-methylimidazolium tetrafluoroborate
,185.8,,101.325,126.68,1-butyl-3-methylimidazolium tetrafluoroborate
,188.1,,101.325,128.98,1-butyl-3-methylimidazolium tetrafluoroborate
,188.4,,101.325,129.3,1-butyl-3-methylimidazolium tetrafluoroborate
,190.7,,101.325,131.59,1-butyl-3-methylimidazolium tetrafluoroborate
,191,,101.325,131.91,1-butyl-3-methylimidazolium tetrafluoroborate
,192.4,,101.325,133.42,1-butyl-3-methylimidazolium tetrafluoroborate
,193.3,,101.325,134.2,1-butyl-3-methylimidazolium tetrafluoroborate
,193.6,,101.325,134.53,1-butyl-3-methylimidazolium tetrafluoroborate
,195,,101.325,136.1,1-butyl-3-methylimidazolium tetrafluoroborate
,195.9,,101.325,136.82,1-butyl-3-methylimidazolium tetrafluoroborate
,196.2,,101.325,137.15,1-butyl-3-methylimidazolium tetrafluoroborate
,197.7,,101.325,138.71,1-butyl-3-methylimidazolium tetrafluoroborate
,198.3,,101.325,139.43,1-butyl-3-methylimidazolium tetrafluoroborate
,198.7,,101.325,139.77,1-butyl-3-methylimidazolium tetrafluoroborate
,200.2,,101.325,141.33,1-butyl-3-methylimidazolium tetrafluoroborate
,201.1,,101.325,142.05,1-butyl-3-methylimidazolium tetrafluoroborate
,201.3,,101.325,142.38,1-butyl-3-methylimidazolium tetrafluoroborate
,202.8,,101.325,143.94,1-butyl-3-methylimidazolium tetrafluoroborate
,203.6,,101.325,144.67,1-butyl-3-methylimidazolium tetrafluoroborate
,203.9,,101.325,145,1-butyl-3-methylimidazolium tetrafluoroborate
,205.4,,101.325,146.55,1-butyl-3-methylimidazolium tetrafluoroborate
,206.3,,101.325,147.29,1-butyl-3-methylimidazolium tetrafluoroborate
,206.5,,101.325,147.63,1-butyl-3-methylimidazolium tetrafluoroborate
,208,,101.325,149.17,1-butyl-3-methylimidazolium tetrafluoroborate
,209.1,,101.325,149.9,1-butyl-3-methylimidazolium tetrafluoroborate
,209.1,,101.325,150.24,1-butyl-3-methylimidazolium tetrafluoroborate
,210.6,,101.325,151.78,1-butyl-3-methylimidazolium tetrafluoroborate
,211.6,,101.325,152.52,1-butyl-3-methylimidazolium tetrafluoroborate
,211.8,,101.325,152.86,1-butyl-3-methylimidazolium tetrafluoroborate
,213.3,,101.325,154.39,1-butyl-3-methylimidazolium tetrafluoroborate
,214.2,,101.325,155.13,1-butyl-3-methylimidazolium tetrafluoroborate
,214.4,,101.325,155.48,1-butyl-3-methylimidazolium tetrafluoroborate
,216,,101.325,157,1-butyl-3-methylimidazolium tetrafluoroborate
,216.9,,101.325,157.74,1-butyl-3-methylimidazolium tetrafluoroborate
,217.2,,101.325,158.09,1-butyl-3-methylimidazolium tetrafluoroborate
,218.7,,101.325,159.61,1-butyl-3-methylimidazolium tetrafluoroborate
,219.7,,101.325,160.35,1-butyl-3-methylimidazolium tetrafluoroborate
,219.9,,101.325,160.71,1-butyl-3-methylimidazolium tetrafluoroborate
,221.6,,101.325,162.21,1-butyl-3-methylimidazolium tetrafluoroborate
,222.4,,101.325,162.96,1-butyl-3-methylimidazolium tetrafluoroborate
,222.8,,101.325,163.32,1-butyl-3-methylimidazolium tetrafluoroborate
,224.5,,101.325,164.8,1-butyl-3-methylimidazolium tetrafluoroborate
,225.6,,101.325,165.57,1-butyl-3-methylimidazolium tetrafluoroborate
,225.7,,101.325,165.93,1-butyl-3-methylimidazolium tetrafluoroborate
,227.5,,101.325,167.4,1-butyl-3-methylimidazolium tetrafluoroborate
,228.6,,101.325,168.19,1-butyl-3-methylimidazolium tetrafluoroborate
,228.9,,101.325,168.53,1-butyl-3-methylimidazolium tetrafluoroborate
,230.8,,101.325,169.99,1-butyl-3-methylimidazolium tetrafluoroborate
,232,,101.325,170.79,1-butyl-3-methylimidazolium tetrafluoroborate
,232.5,,101.325,171.13,1-butyl-3-methylimidazolium tetrafluoroborate
,234.6,,101.325,172.58,1-butyl-3-methylimidazolium tetrafluoroborate
,236,,101.325,173.37,1-butyl-3-methylimidazolium tetrafluoroborate
,236.7,,101.325,173.73,1-butyl-3-methylimidazolium tetrafluoroborate
,239.5,,101.325,175.18,1-butyl-3-methylimidazolium tetrafluoroborate
,241.5,,101.325,175.96,1-butyl-3-methylimidazolium tetrafluoroborate
,242.4,,101.325,176.31,1-butyl-3-methylimidazolium tetrafluoroborate
,247,,101.325,177.73,1-butyl-3-methylimidazolium tetrafluoroborate
,249.7,,101.325,178.51,1-butyl-3-methylimidazolium tetrafluoroborate
,251.9,,101.325,178.86,1-butyl-3-methylimidazolium tetrafluoroborate
,262.1,,101.325,180.22,1-butyl-3-methylimidazolium tetrafluoroborate
,268.6,,101.325,180.97,1-butyl-3-methylimidazolium tetrafluoroborate
,2.892,,101.325,7.21,1-ethyl-3-methylimidazolium ethyl sulfate
,3.232,,101.325,7.52,1-ethyl-3-methylimidazolium ethyl sulfate
,3.662,,101.325,7.89,1-ethyl-3-methylimidazolium ethyl sulfate
,4.116,,101.325,8.26,1-ethyl-3-methylimidazolium ethyl sulfate
,4.61,,101.325,8.64,1-ethyl-3-methylimidazolium ethyl sulfate
,5.113,,101.325,9.02,1-ethyl-3-methylimidazolium ethyl sulfate
,5.662,,101.325,9.4,1-ethyl-3-methylimidazolium ethyl sulfate
,6.226,,101.325,9.78,1-ethyl-3-methylimidazolium ethyl sulfate
,6.81,,101.325,10.17,1-ethyl-3-methylimidazolium ethyl sulfate
,7.609,,101.325,10.66,1-ethyl-3-methylimidazolium ethyl sulfate
,8.587,,101.325,11.26,1-ethyl-3-methylimidazolium ethyl sulfate
,9.634,,101.325,11.87,1-ethyl-3-methylimidazolium ethyl sulfate
,10.71,,101.325,12.47,1-ethyl-3-methylimidazolium ethyl sulfate
,11.85,,101.325,13.09,1-ethyl-3-methylimidazolium ethyl sulfate
,13.01,,101.325,13.7,1-ethyl-3-methylimidazolium ethyl sulfate
,14.24,,101.325,14.32,1-ethyl-3-methylimidazolium ethyl sulfate
,15.52,,101.325,14.95,1-ethyl-3-methylimidazolium ethyl sulfate
,17.06,,101.325,15.69,1-ethyl-3-methylimidazolium ethyl sulfate
,18.87,,101.325,16.54,1-ethyl-3-methylimidazolium ethyl sulfate
,20.71,,101.325,17.39,1-ethyl-3-methylimidazolium ethyl sulfate
,22.56,,101.325,18.24,1-ethyl-3-methylimidazolium ethyl sulfate
,24.43,,101.325,19.1,1-ethyl-3-methylimidazolium ethyl sulfate
,26.32,,101.325,19.96,1-ethyl-3-methylimidazolium ethyl sulfate
,29.04,,101.325,21.16,1-ethyl-3-methylimidazolium ethyl sulfate
,32.61,,101.325,22.71,1-ethyl-3-methylimidazolium ethyl sulfate
,36.22,,101.325,24.26,1-ethyl-3-methylimidazolium ethyl sulfate
,39.86,,101.325,25.81,1-ethyl-3-methylimidazolium ethyl sulfate
,43.43,,101.325,27.37,1-ethyl-3-methylimidazolium ethyl sulfate
,47.02,,101.325,28.95,1-ethyl-3-methylimidazolium ethyl sulfate
,50.61,,101.325,30.54,1-ethyl-3-methylimidazolium ethyl sulfate
,54.42,,101.325,32.28,1-ethyl-3-methylimidazolium ethyl sulfate
,56.24,,101.325,33.12,1-ethyl-3-methylimidazolium ethyl sulfate
,60.28,,101.325,35.01,1-ethyl-3-methylimidazolium ethyl sulfate
,64.15,,101.325,36.91,1-ethyl-3-methylimidazolium ethyl sulfate
,68,,101.325,38.82,1-ethyl-3-methylimidazolium ethyl sulfate
,71.74,,101.325,40.72,1-ethyl-3-methylimidazolium ethyl sulfate
,75.61,,101.325,42.73,1-ethyl-3-methylimidazolium ethyl sulfate
