"Heat capacity at constant pressure per unit volume, J/K/m<SUP>3</SUP>","Heat capacity at constant pressure, J/K/mol","Heat capacity at constant pressure<SUP>*</SUP>, J/K/mol","Pressure, kPa","Temperature, K",salt_name
,103.7,,101.325,112.773,1-propylpyridinium bromide
,104.5,,101.325,113.931,1-propylpyridinium bromide
,105.1,,101.325,115.078,1-propylpyridinium bromide
,105.4,,101.325,116.22,1-propylpyridinium bromide
,106.1,,101.325,117.354,1-propylpyridinium bromide
,107,,101.325,118.482,1-propylpyridinium bromide
,108,,101.325,119.602,1-propylpyridinium bromide
,109.6,,101.325,121.367,1-propylpyridinium bromide
,111.6,,101.325,123.762,1-propylpyridinium bromide
,113.2,,101.325,126.132,1-propylpyridinium bromide
,114.7,,101.325,128.476,1-propylpyridinium bromide
,116.1,,101.325,130.8,1-propylpyridinium bromide
,117.4,,101.325,133.098,1-propylpyridinium bromide
,118.5,,101.325,135.379,1-propylpyridinium bromide
,119.5,,101.325,137.636,1-propylpyridinium bromide
,120.7,,101.325,139.877,1-propylpyridinium bromide
,121.8,,101.325,142.099,1-propylpyridinium bromide
,123,,101.325,144.303,1-propylpyridinium bromide
,124.2,,101.325,146.491,1-propylpyridinium bromide
,125.5,,101.325,148.663,1-propylpyridinium bromide
,126.5,,101.325,150.821,1-propylpyridinium bromide
,127.4,,101.325,152.964,1-propylpyridinium bromide
,128.5,,101.325,155.094,1-propylpyridinium bromide
,129.6,,101.325,157.212,1-propylpyridinium bromide
,131,,101.325,159.316,1-propylpyridinium bromide
,132.2,,101.325,161.411,1-propylpyridinium bromide
,133.4,,101.325,163.494,1-propylpyridinium bromide
,135,,101.325,165.562,1-propylpyridinium bromide
,137,,101.325,167.612,1-propylpyridinium bromide
,140.7,,101.325,169.627,1-propylpyridinium bromide
,146.1,,101.325,171.595,1-propylpyridinium bromide
,150,,101.325,173.525,1-propylpyridinium bromide
,152.2,,101.325,175.436,1-propylpyridinium bromide
,153.9,,101.325,177.336,1-propylpyridinium bromide
,155.2,,101.325,179.229,1-propylpyridinium bromide
,157.4,,101.325,181.811,1-propylpyridinium bromide
,159.3,,101.325,184.96,1-propylpyridinium bromide
,160.7,,101.325,187.964,1-propylpyridinium bromide
,162.2,,101.325,190.976,1-propylpyridinium bromide
,163.8,,101.325,193.999,1-propylpyridinium bromide
,165.7,,101.325,197.005,1-propylpyridinium bromide
,167.7,,101.325,200.025,1-propylpyridinium bromide
,169.2,,101.325,203.068,1-propylpyridinium bromide
,170.4,,101.325,206.105,1-propylpyridinium bromide
,172.4,,101.325,209.166,1-propylpyridinium bromide
,174.1,,101.325,212.232,1-propylpyridinium bromide
,176.7,,101.325,215.267,1-propylpyridinium bromide
,179.2,,101.325,218.27,1-propylpyridinium bromide
,182,,101.325,221.226,1-propylpyridinium bromide
,184.1,,101.325,224.186,1-propylpyridinium bromide
,186.9,,101.325,227.228,1-propylpyridinium bromide
,189,,101.325,230.236,1-propylpyridinium bromide
,192.1,,101.325,233.079,1-propylpyridinium bromide
,193.9,,101.325,235.879,1-propylpyridinium bromide
,196.9,,101.325,238.705,1-propylpyridinium bromide
,199.5,,101.325,242.272,1-propylpyridinium bromide
,202.6,,101.325,245.916,1-propylpyridinium bromide
,205.8,,101.325,248.905,1-propylpyridinium bromide
,208.6,,101.325,251.877,1-propylpyridinium bromide
,211.8,,101.325,254.857,1-propylpyridinium bromide
,215.2,,101.325,257.855,1-propylpyridinium bromide
,218.3,,101.325,260.823,1-propylpyridinium bromide
,221.6,,101.325,263.802,1-propylpyridinium bromide
,225.1,,101.325,266.79,1-propylpyridinium bromide
,229.3,,101.325,269.785,1-propylpyridinium bromide
,233.3,,101.325,272.79,1-propylpyridinium bromide
,238,,101.325,275.759,1-propylpyridinium bromide
,242.3,,101.325,278.727,1-propylpyridinium bromide
,246.8,,101.325,281.695,1-propylpyridinium bromide
,251.8,,101.325,284.662,1-propylpyridinium bromide
,257.7,,101.325,287.618,1-propylpyridinium bromide
,264.1,,101.325,290.563,1-propylpyridinium bromide
,270.1,,101.325,293.52,1-propylpyridinium bromide
,277,,101.325,296.504,1-propylpyridinium bromide
,286.4,,101.325,299.478,1-propylpyridinium bromide
,295.6,,101.325,302.426,1-propylpyridinium bromide
,306,,101.325,305.368,1-propylpyridinium bromide
,318.8,,101.325,308.308,1-propylpyridinium bromide
,333,,101.325,311.222,1-propylpyridinium bromide
,350.3,,101.325,314.133,1-propylpyridinium bromide
,371.4,,101.325,317.045,1-propylpyridinium bromide
,396.1,,101.325,319.893,1-propylpyridinium bromide
,76.37,,101.325,77.657,1-ethylpyridinium bromide
,76.76,,101.325,78.91,1-ethylpyridinium bromide
,77.37,,101.325,80.835,1-ethylpyridinium bromide
,77.98,,101.325,82.735,1-ethylpyridinium bromide
,78.61,,101.325,84.596,1-ethylpyridinium bromide
,79.23,,101.325,86.427,1-ethylpyridinium bromide
,79.87,,101.325,88.247,1-ethylpyridinium bromide
,80.5,,101.325,90.064,1-ethylpyridinium bromide
,81.2,,101.325,91.831,1-ethylpyridinium bromide
,81.8,,101.325,93.6,1-ethylpyridinium bromide
,82.5,,101.325,95.319,1-ethylpyridinium bromide
,83.2,,101.325,97.043,1-ethylpyridinium bromide
,83.8,,101.325,98.712,1-ethylpyridinium bromide
,84.5,,101.325,100.356,1-ethylpyridinium bromide
,85.2,,101.325,102.007,1-ethylpyridinium bromide
,85.8,,101.325,103.584,1-ethylpyridinium bromide
,86.5,,101.325,105.159,1-ethylpyridinium bromide
,87.2,,101.325,106.748,1-ethylpyridinium bromide
,87.9,,101.325,108.294,1-ethylpyridinium bromide
,88.6,,101.325,109.824,1-ethylpyridinium bromide
,89.2,,101.325,111.334,1-ethylpyridinium bromide
,89.9,,101.325,112.825,1-ethylpyridinium bromide
,90.6,,101.325,114.31,1-ethylpyridinium bromide
,91.3,,101.325,115.777,1-ethylpyridinium bromide
,92,,101.325,117.254,1-ethylpyridinium bromide
,92.7,,101.325,118.706,1-ethylpyridinium bromide
,93.4,,101.325,120.141,1-ethylpyridinium bromide
,94.5,,101.325,122.451,1-ethylpyridinium bromide
,96,,101.325,125.457,1-ethylpyridinium bromide
,97.5,,101.325,128.389,1-ethylpyridinium bromide
,99,,101.325,131.317,1-ethylpyridinium bromide
,100.6,,101.325,134.26,1-ethylpyridinium bromide
,102.2,,101.325,137.187,1-ethylpyridinium bromide
,103.8,,101.325,140.095,1-ethylpyridinium bromide
,105.4,,101.325,142.99,1-ethylpyridinium bromide
,107,,101.325,145.862,1-ethylpyridinium bromide
,108.6,,101.325,148.691,1-ethylpyridinium bromide
,110.2,,101.325,151.509,1-ethylpyridinium bromide
,111.9,,101.325,154.275,1-ethylpyridinium bromide
,113.5,,101.325,157.015,1-ethylpyridinium bromide
,115.1,,101.325,159.741,1-ethylpyridinium bromide
,116.8,,101.325,162.457,1-ethylpyridinium bromide
,118.5,,101.325,165.147,1-ethylpyridinium bromide
,120.1,,101.325,167.83,1-ethylpyridinium bromide
,121.8,,101.325,170.492,1-ethylpyridinium bromide
,123.5,,101.325,173.132,1-ethylpyridinium bromide
,125.1,,101.325,175.742,1-ethylpyridinium bromide
,126.8,,101.325,178.33,1-ethylpyridinium bromide
,128.5,,101.325,180.889,1-ethylpyridinium bromide
,130.8,,101.325,184.399,1-ethylpyridinium bromide
,133.2,,101.325,188.087,1-ethylpyridinium bromide
,135.2,,101.325,190.997,1-ethylpyridinium bromide
,137.1,,101.325,193.889,1-ethylpyridinium bromide
,139.1,,101.325,196.797,1-ethylpyridinium bromide
,141.1,,101.325,199.725,1-ethylpyridinium bromide
,143.1,,101.325,202.635,1-ethylpyridinium bromide
,145.1,,101.325,205.562,1-ethylpyridinium bromide
,147.2,,101.325,208.506,1-ethylpyridinium bromide
,149.2,,101.325,211.429,1-ethylpyridinium bromide
,151.3,,101.325,214.368,1-ethylpyridinium bromide
,153.4,,101.325,217.323,1-ethylpyridinium bromide
,155.5,,101.325,220.256,1-ethylpyridinium bromide
,157.6,,101.325,223.219,1-ethylpyridinium bromide
,159.8,,101.325,226.3,1-ethylpyridinium bromide
,162,,101.325,229.327,1-ethylpyridinium bromide
,162.7,,101.325,230.295,1-ethylpyridinium bromide
,164.7,,101.325,233.046,1-ethylpyridinium bromide
,166.9,,101.325,235.996,1-ethylpyridinium bromide
,169.1,,101.325,239.019,1-ethylpyridinium bromide
,171.8,,101.325,242.71,1-ethylpyridinium bromide
,174.5,,101.325,246.377,1-ethylpyridinium bromide
,176.7,,101.325,249.319,1-ethylpyridinium bromide
,179,,101.325,252.303,1-ethylpyridinium bromide
,181.2,,101.325,255.273,1-ethylpyridinium bromide
,183.4,,101.325,258.223,1-ethylpyridinium bromide
,185.6,,101.325,261.164,1-ethylpyridinium bromide
,187.9,,101.325,264.144,1-ethylpyridinium bromide
,190.2,,101.325,267.165,1-ethylpyridinium bromide
,192.5,,101.325,270.171,1-ethylpyridinium bromide
,194.8,,101.325,273.161,1-ethylpyridinium bromide
,197.1,,101.325,276.142,1-ethylpyridinium bromide
,199.4,,101.325,279.102,1-ethylpyridinium bromide
,201.7,,101.325,282.05,1-ethylpyridinium bromide
,204,,101.325,285.031,1-ethylpyridinium bromide
,206.4,,101.325,288.045,1-ethylpyridinium bromide
,208.7,,101.325,291.028,1-ethylpyridinium bromide
,211.1,,101.325,293.984,1-ethylpyridinium bromide
,213.4,,101.325,296.941,1-ethylpyridinium bromide
,215.8,,101.325,299.903,1-ethylpyridinium bromide
,218.2,,101.325,302.846,1-ethylpyridinium bromide
,220.6,,101.325,305.833,1-ethylpyridinium bromide
,223,,101.325,308.861,1-ethylpyridinium bromide
,225.5,,101.325,311.872,1-ethylpyridinium bromide
,227.9,,101.325,314.867,1-ethylpyridinium bromide
,230.4,,101.325,317.847,1-ethylpyridinium bromide
,232.8,,101.325,320.809,1-ethylpyridinium bromide
,235.3,,101.325,323.753,1-ethylpyridinium bromide
,237.7,,101.325,326.68,1-ethylpyridinium bromide
,239.7,,101.325,329.637,1-ethylpyridinium bromide
,241.7,,101.325,332.62,1-ethylpyridinium bromide
,244.3,,101.325,335.578,1-ethylpyridinium bromide
,246.8,,101.325,338.514,1-ethylpyridinium bromide
,248.3,,101.325,341.443,1-ethylpyridinium bromide
,250.9,,101.325,344.374,1-ethylpyridinium bromide
,253.4,,101.325,347.145,1-ethylpyridinium bromide
,255.1,,101.325,350.716,1-ethylpyridinium bromide
,257.2,,101.325,353.93,1-ethylpyridinium bromide
,259.4,,101.325,356.934,1-ethylpyridinium bromide
,263.8,,101.325,359.924,1-ethylpyridinium bromide
,1360,,101.325,328.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1360,,101.325,328.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1370,,101.325,328.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1360,,101.325,333.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1360,,101.325,333.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1370,,101.325,333.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1380,,101.325,333.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1360,,101.325,338.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1370,,101.325,338.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1380,,101.325,338.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1380,,101.325,338.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1370,,101.325,343.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1380,,101.325,343.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1380,,101.325,343.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1390,,101.325,343.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1380,,101.325,348.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1380,,101.325,348.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1390,,101.325,348.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1390,,101.325,348.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1390,,101.325,353.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1390,,101.325,353.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1400,,101.325,353.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1400,,101.325,353.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1400,,101.325,358.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1400,,101.325,358.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1410,,101.325,358.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1410,,101.325,358.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1400,,101.325,363.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1410,,101.325,363.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1420,,101.325,363.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1420,,101.325,363.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1420,,101.325,368.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1430,,101.325,368.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1430,,101.325,368.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1430,,101.325,368.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1420,,101.325,373.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1440,,101.325,373.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1440,,101.325,373.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1440,,101.325,373.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1430,,101.325,378.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1440,,101.325,378.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1450,,101.325,378.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1450,,101.325,378.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1440,,101.325,383.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1450,,101.325,383.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1450,,101.325,383.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1460,,101.325,383.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1450,,101.325,388.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1460,,101.325,388.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1460,,101.325,388.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1460,,101.325,388.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1460,,101.325,393.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1460,,101.325,393.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1470,,101.325,393.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1470,,101.325,393.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1460,,101.325,398.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1470,,101.325,398.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1480,,101.325,398.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1480,,101.325,398.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1470,,101.325,403.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1480,,101.325,403.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1490,,101.325,403.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1490,,101.325,403.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1480,,101.325,408.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1490,,101.325,408.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1490,,101.325,408.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1500,,101.325,408.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1490,,101.325,413.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1490,,101.325,413.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1500,,101.325,413.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1500,,101.325,413.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1490,,101.325,418.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1500,,101.325,418.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1510,,101.325,418.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1510,,101.325,418.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1500,,101.325,423.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1510,,101.325,423.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1520,,101.325,423.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1520,,101.325,423.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1510,,101.325,428.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1520,,101.325,428.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1520,,101.325,428.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1530,,101.325,428.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1510,,101.325,433.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1520,,101.325,433.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1530,,101.325,433.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1520,,101.325,438.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1530,,101.325,438.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1540,,101.325,438.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1550,,101.325,438.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1520,,101.325,443.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1530,,101.325,443.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1540,,101.325,443.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1550,,101.325,443.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1530,,101.325,448.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1540,,101.325,448.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1550,,101.325,448.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1550,,101.325,448.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1530,,101.325,453.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1550,,101.325,453.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1560,,101.325,453.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1560,,101.325,453.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1540,,101.325,458.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1550,,101.325,458.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1560,,101.325,458.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1570,,101.325,458.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1540,,101.325,463.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1560,,101.325,463.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1570,,101.325,463.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,1570,,101.325,463.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
,608,,101.325,115.51,"1-hexanamine, N-hexyl-, hydrochloride"
,454.6,,101.325,115.8,"1-hexanamine, N-hexyl-, hydrochloride"
,250.5,,101.325,116.17,"1-hexanamine, N-hexyl-, hydrochloride"
,284.7,,101.325,116.22,"1-hexanamine, N-hexyl-, hydrochloride"
,274.6,,101.325,116.23,"1-hexanamine, N-hexyl-, hydrochloride"
,204.5,,101.325,116.62,"1-hexanamine, N-hexyl-, hydrochloride"
,196.1,,101.325,116.66,"1-hexanamine, N-hexyl-, hydrochloride"
,201.6,,101.325,116.88,"1-hexanamine, N-hexyl-, hydrochloride"
,189.4,,101.325,117.1,"1-hexanamine, N-hexyl-, hydrochloride"
,189.1,,101.325,117.35,"1-hexanamine, N-hexyl-, hydrochloride"
,191,,101.325,117.54,"1-hexanamine, N-hexyl-, hydrochloride"
,189.7,,101.325,118.52,"1-hexanamine, N-hexyl-, hydrochloride"
,191.5,,101.325,118.99,"1-hexanamine, N-hexyl-, hydrochloride"
,192.3,,101.325,120.85,"1-hexanamine, N-hexyl-, hydrochloride"
